Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Population ages 15-64, total",SP.POP.1564.TO,Argentina,ARG,19875164,22388268,22700886,23012751,23325364,23640531,23956353,24273923,24597633,24926184,27356930,27672739,27986612,28304390,28630919,28967430,29320716,29693851
"Population ages 15-64, total",SP.POP.1564.TO,Colombia,COL,19503642,23543493,24075732,24609531,25148826,25695703,26245043,26797208,27347850,27895361,31863569,32274550,32725009,33347909,34124172,34864151,35450454,35898966
"Population ages 15-64, total",SP.POP.1564.TO,Costa Rica,CRI,1880066,2375728,2446816,2517713,2587214,2654548,2720174,2784591,2847875,2909548,3321820,3363122,3402685,3438731,3471412,3501710,3528858,3552172
"Population ages 15-64, total",SP.POP.1564.TO,Bolivia,BOL,3944403,4648783,4747541,4851108,4963640,5085593,5212455,5343196,5477335,5614336,6735916,6881432,7025856,7169627,7312945,7455693,7593734,7726980
"Population ages 20-24, female",SP.POP.2024.FE,Argentina,ARG,1234825,1513260,1542693,1566637,1584319,1594131,1597715,1597728,1596639,1597000,1702407,1718095,1726314,1728499,1726455,1723630,1722668,1724119
"Population ages 20-24, female",SP.POP.2024.FE,Colombia,COL,1628510,1698906,1731751,1766761,1801520,1835120,1865204,1891026,1913540,1934626,2087966,2094344,2100586,2122685,2159247,2189151,2200701,2197637
"Population ages 20-24, female",SP.POP.2024.FE,Costa Rica,CRI,141984,158512,163870,169295,174453,179385,184210,188878,193539,198068,205667,204500,203137,201769,200180,198421,196702,194817
"Population ages 20-24, female",SP.POP.2024.FE,Bolivia,BOL,313548,366563,373714,381001,388941,397403,405932,414935,424790,435576,521421,526643,531101,535070,538915,543582,548766,553218
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,Argentina,ARG,7.45031069785155,8.237645706175,8.30273790666062,8.33760066775845,8.34011247991952,8.30218057097765,8.23629728996041,8.15508716391002,8.06735567120089,7.98789931168538,7.89504333759244,7.88422834492006,7.84008759655589,7.77059083487432,7.68423796079974,7.59653242387289,7.51893314009144,7.4538629982695
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,Colombia,COL,9.97872556127229,8.90128623929471,8.91810761547758,8.94777686037012,8.97697211079542,9.00120152018594,9.0107722536659,9.00283649721635,8.98352305611611,8.9622864724915,8.84080558175685,8.78228861821968,8.71323817179442,8.67212636856748,8.65571654700709,8.615953283097,8.53280252955722,8.41963723636128
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,Costa Rica,CRI,9.06377274178104,8.35434945421332,8.45773442445523,8.56501636406594,8.66322461078234,8.75669989358275,8.84897937223695,8.93457387780047,9.01935134805141,9.09677946780984,8.51962785075506,8.38053457286319,8.23777046744496,8.09997661565266,7.95863413036097,7.81752579431682,7.68822775058502,7.56505473715603
"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,Bolivia,BOL,8.83942699962477,8.92265581689427,8.94065338336601,8.9587943030608,8.98710997477913,9.02087278558988,9.05221180238209,9.09078958769709,9.1443098848808,9.21153905327502,9.61388866507351,9.55537871245766,9.48514608173133,9.40865296441937,9.33317942992643,9.27468030184345,9.23244412557339,9.18824765297691
"Population ages 20-24, male",SP.POP.2024.MA,Argentina,ARG,1256893,1562204,1598597,1625938,1643716,1652194,1653803,1652808,1652482,1654958,1777058,1794028,1803041,1805777,1804539,1802616,1802148,1803694
"Population ages 20-24, male",SP.POP.2024.MA,Colombia,COL,1658361,1716063,1749011,1784305,1819716,1854588,1886705,1915177,1940869,1965114,2129004,2135184,2141565,2163438,2198986,2228019,2239826,2237669
"Population ages 20-24, male",SP.POP.2024.MA,Costa Rica,CRI,143864,162230,168085,174024,179701,185151,190475,195624,200769,205781,214635,213288,211714,210166,208454,206659,204927,203011
"Population ages 20-24, male",SP.POP.2024.MA,Bolivia,BOL,320491,375949,383172,390679,398989,408061,417559,427737,438742,450525,538142,543465,547901,551573,554926,559165,564004,568223
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,Argentina,ARG,7.82452010582615,8.74540803575095,8.84546792313528,8.89426254525561,8.89257992426366,8.84298174433614,8.75969093049485,8.66388013503799,8.57134721038336,8.49388579772223,8.41947604228661,8.40671225346803,8.35851630553488,8.2831165654925,8.19238957125544,8.10200434516283,8.02177593251721,7.95342639592493
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,Colombia,COL,10.1855084886454,9.09975036518312,9.12527581416161,9.16443289635334,9.20459417478636,9.24218961775853,9.26764390512438,9.2773927236184,9.27740441525272,9.27526631207163,9.23222442800658,9.17475606860641,9.10608066390434,9.06168324448636,9.03777721594434,8.99145218018861,8.90955748577816,8.80443532279636
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,Costa Rica,CRI,9.03808284385742,8.4315865053661,8.55865087744445,8.6898792597943,8.81101699506767,8.92686068976025,9.04055078037583,9.14649299145331,9.25171682447666,9.35015638421786,8.83180256244504,8.68763593046959,8.53930300178801,8.39701717116306,8.25406102304836,8.11579046373954,7.99051478151556,7.8724850615087
"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,Bolivia,BOL,9.03035623290295,8.99679218455594,8.9965116012883,9.0021397072615,9.03032352349389,9.07769400086381,9.13087854626165,9.1948317778315,9.27183737143742,9.35848138698239,9.79620799288888,9.74193654206062,9.6738741517609,9.59502808933303,9.5140080859352,9.45111766108266,9.41219241338286,9.37886592280294
"Population ages 25-29, female",SP.POP.2529.FE,Argentina,ARG,1167354,1311497,1350520,1390604,1429521,1466906,1500804,1529130,1552106,1569016,1608644,1625806,1646598,1668429,1691262,1714840,1734687,1747758
"Population ages 25-29, female",SP.POP.2529.FE,Colombia,COL,1527973,1602355,1605063,1612978,1627672,1649572,1677328,1710035,1744801,1779079,1973157,1994667,2021885,2068262,2131831,2191264,2233169,2259766
"Population ages 25-29, female",SP.POP.2529.FE,Costa Rica,CRI,142431,150428,152252,154409,157089,160393,164318,168774,173448,178074,208706,209570,209627,209159,208397,207453,206204,204629
"Population ages 25-29, female",SP.POP.2529.FE,Bolivia,BOL,267204,311384,318212,325371,333384,342283,351298,360212,369095,377950,463525,476012,487639,497853,506420,513332,518920,523861
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,Argentina,ARG,7.04322474389472,7.13931780464196,7.26846694745346,7.40075533682015,7.52523304651623,7.6395968470337,7.73671644690182,7.80495080198239,7.84234075938712,7.84792354947522,7.46021069323028,7.46071848470435,7.47805547015725,7.5005390675362,7.52759832226279,7.55779330431145,7.57139140122971,7.55606124808975
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,Colombia,COL,9.36268627235736,8.39541461330366,8.26569183708714,8.16893895144711,8.1106899756137,8.09109020004703,8.10314831743395,8.14117072399711,8.19134170795198,8.24170441997249,8.35468661684429,8.36430934089565,8.38678622260861,8.44978180523391,8.54581274595468,8.62427149477949,8.65868910078389,8.65766925470303
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,Costa Rica,CRI,9.09233961059687,7.92830854353407,7.85812662756679,7.81187471130793,7.80093945580292,7.82960059359349,7.89341834041165,7.98356494599384,8.08304239941896,8.17850388225644,8.64553755822988,8.58830676929602,8.50095867012502,8.39662663226257,8.28528002251853,8.17339438553028,8.05963924716326,7.9461101515368
"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,Bolivia,BOL,7.53292852042187,7.57953399610903,7.61284565429845,7.65074150973121,7.70336420762218,7.76967467600677,7.83388326555488,7.89186763812288,7.94537179501669,7.99287651666656,8.54641837725636,8.63674111313537,8.70893256778485,8.75423048254449,8.77041597822169,8.7585581715086,8.73032316481817,8.70066476496552
"Population ages 25-29, male",SP.POP.2529.MA,Argentina,ARG,1185927,1325704,1366266,1410578,1456751,1502495,1544579,1579987,1606508,1623730,1670399,1689602,1712136,1735613,1759909,1784939,1806075,1819819
"Population ages 25-29, male",SP.POP.2529.MA,Colombia,COL,1533647,1587556,1588247,1594674,1608577,1630468,1658848,1692594,1728751,1765022,1987926,2012257,2041210,2087771,2150158,2207686,2247557,2272080
"Population ages 25-29, male",SP.POP.2529.MA,Costa Rica,CRI,144278,151162,153184,155665,158771,162547,166987,172005,177249,182427,216774,217858,218052,217623,216814,215768,214308,212416
"Population ages 25-29, male",SP.POP.2529.MA,Bolivia,BOL,269925,321983,329071,336221,343651,351553,359714,368036,376687,385705,477034,489523,501125,511339,520016,527076,532744,537636
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Argentina,ARG,7.38273636303336,7.42145226527853,7.55991830351561,7.71619516282856,7.88109298552639,8.04175312134691,8.18116483462411,8.28215608941887,8.33287969116681,8.33361155159128,7.91413611566915,7.91737512761758,7.93709948801102,7.96127187536695,7.9897740301627,8.02255142219897,8.0392558613767,8.02453106685893
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Colombia,COL,9.41952598806024,8.41831736365865,8.2865070236921,8.1904620440866,8.13660074000321,8.12530817776365,8.14838987701088,8.19916895344505,8.26347484568642,8.33083725994862,8.62045100340061,8.64654608607068,8.67936647498839,8.74474770667083,8.83709335327,8.90939578965524,8.94030779144646,8.93983045567362
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Costa Rica,CRI,9.06409189613844,7.85637309690378,7.79991073944958,7.77314853075156,7.78478683660018,7.83702966564019,7.92571460981921,8.04217261090018,8.1679026113243,8.28903374841168,8.91977679726877,8.87378137360266,8.7949408076267,8.69499640211454,8.58510805108906,8.47351460929466,8.35631917686115,8.23721730875648
"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,Bolivia,BOL,7.60557677490578,7.70535002448728,7.72627193309412,7.7473140751999,7.7778675555115,7.82061020347123,7.86596436176174,7.91148230244726,7.96044282046088,8.01202390406302,8.68381260648631,8.77500186650488,8.84799447571414,8.89512796696271,8.91548806427464,8.90873505667429,8.89052080465926,8.87401715295763
"Population ages 30-34, female",SP.POP.3034.FE,Argentina,ARG,1118980,1187411,1198896,1215592,1238436,1266674,1299940,1337990,1377181,1415313,1574015,1576964,1581856,1590339,1602923,1619105,1640199,1665642
"Population ages 30-34, female",SP.POP.3034.FE,Colombia,COL,1288318,1575528,1583747,1586072,1585474,1583801,1582982,1585791,1593785,1608161,1844039,1866702,1892547,1932920,1988932,2047440,2099558,2146406
"Population ages 30-34, female",SP.POP.3034.FE,Costa Rica,CRI,124426,153078,153696,154117,154303,154413,154952,156053,157593,159832,193048,197412,201684,205328,208123,209975,210780,210673
"Population ages 30-34, female",SP.POP.3034.FE,Bolivia,BOL,226571,264282,269741,275697,282526,290142,298100,306427,315016,323840,396706,406965,418130,430260,443147,456160,468843,480701
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Argentina,ARG,6.75136044757915,6.46383826552994,6.4524325264716,6.46934906110837,6.51932762833065,6.59679500610036,6.70125291376193,6.82933833195635,6.95849778855465,7.07913474821644,7.29961800204606,7.23658866758683,7.18402917817957,7.14948390533671,7.13440959822996,7.1358591369126,7.15898155816274,7.20104977979228
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Colombia,COL,7.89419270231512,8.25485658583152,8.15592205905455,8.03267833870534,7.90041733125356,7.76848575789506,7.647364099227,7.54966488580219,7.48236477627434,7.44991284865662,7.80798088118798,7.82770893937103,7.8502897939766,7.8968506869043,7.97297929475966,8.05821394279081,8.14063779815304,8.22336172608585
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Costa Rica,CRI,7.94289818065752,8.06797680768945,7.9326550251314,7.7971270680218,7.66258847436013,7.53770978355317,7.44349954772737,7.38179618148947,7.34418715087639,7.34069337752177,7.99689233549769,8.09006330495078,8.17884713023477,8.24283189464398,8.27440640378617,8.2727184617494,8.23847569047752,8.18080891078651
"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,Bolivia,BOL,6.3874042083891,6.43300547498891,6.45322235872089,6.48270202524919,6.52821953132853,6.58609846715747,6.64756612482928,6.71349625757268,6.7812315509797,6.84855968026802,7.3144176662917,7.38395533538469,7.46755351609318,7.5656686417564,7.67462487559932,7.78307122142449,7.88781885387616,7.9838479967779
"Population ages 30-34, male",SP.POP.3034.MA,Argentina,ARG,1126784,1201593,1212222,1227825,1248900,1275556,1308972,1348797,1392418,1437995,1619924,1623634,1630536,1641931,1657629,1676387,1699579,1726829
"Population ages 30-34, male",SP.POP.3034.MA,Colombia,COL,1276659,1541690,1547295,1547025,1543763,1539553,1536883,1538618,1546206,1561091,1820743,1848727,1879599,1924392,1984049,2045197,2098935,2145863
"Population ages 30-34, male",SP.POP.3034.MA,Costa Rica,CRI,125246,153536,153879,154049,154081,154174,154816,156140,158037,160723,198176,203029,207805,211928,215153,217344,218339,218264
"Population ages 30-34, male",SP.POP.3034.MA,Bolivia,BOL,225951,273730,280465,287481,294729,302089,309504,317048,324680,332447,404977,416256,428289,441071,454299,467366,479978,491727
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Argentina,ARG,7.01455419269835,6.72666098998471,6.70754884623483,6.71649304455335,6.75661178208932,6.82711292276934,6.93322667204246,7.07028059599095,7.2224051631334,7.38034983236463,7.67499588938642,7.60825444138172,7.55882042625026,7.53155326498666,7.52543746268527,7.53465725530698,7.56521902732078,7.61449026465388
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Colombia,COL,7.84112812687079,8.17510410642036,8.07284699953922,7.94573023789638,7.80875214546099,7.67224061283898,7.54929308061473,7.45328726779876,7.39090259702641,7.36829063262126,7.89547574258757,7.94386958425191,7.99218333778985,8.06042336844503,8.15438969157707,8.25365089999916,8.34912267355223,8.44321113376003
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Costa Rica,CRI,7.86842937678478,7.97973149084869,7.83532472280475,7.69242868852602,7.55482890811416,7.4333331886911,7.34804166212801,7.3003951081492,7.28258452790063,7.30283740744115,8.15450793887231,8.26976588646472,8.38163683217245,8.46743663945911,8.5193381672812,8.53542613805387,8.51349633591227,8.46397524993786
"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,Bolivia,BOL,6.36652357165268,6.55060107801456,6.58503786289061,6.62422122812653,6.67060255269029,6.72024894078814,6.7680070412718,6.81542074432142,6.8613904248016,6.9057266844714,7.37211335008261,7.46163671460365,7.56198423350313,7.67276424974052,7.78879255400632,7.89950570410649,8.00995381470695,8.11625295636066
"Population ages 35-39, female",SP.POP.3539.FE,Argentina,ARG,1060718,1127228,1137344,1147834,1158608,1168061,1176300,1187152,1203236,1225508,1503934,1530068,1550810,1565172,1574867,1581846,1588611,1597832
"Population ages 35-39, female",SP.POP.3539.FE,Colombia,COL,1027279,1412088,1453509,1489878,1519641,1542491,1558095,1566422,1568897,1568099,1667617,1701783,1738791,1784846,1838232,1889191,1933443,1973422
"Population ages 35-39, female",SP.POP.3539.FE,Costa Rica,CRI,101497,143131,147363,150807,153386,155114,155850,155979,155984,155876,171518,175974,180410,184843,189301,193661,197989,202130
"Population ages 35-39, female",SP.POP.3539.FE,Bolivia,BOL,191653,228725,233260,237918,242952,248442,254292,260589,267345,274644,344315,353487,362624,371640,380682,390158,400468,411618
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Argentina,ARG,6.39983996757358,6.13622638858484,6.12115829327235,6.10874023178678,6.09909994112822,6.08322686944827,6.06388537400542,6.05943186779384,6.07960394828955,6.12976045762996,6.97461118457349,7.0213836857854,7.04303301397429,7.03633983761342,7.00953798909199,6.97165165776608,6.93381584584268,6.90788565054908
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Colombia,COL,6.29467439881918,7.39852774805496,7.48522719609529,7.54550043450954,7.57236898459062,7.56586656553283,7.5271329317093,7.45745492216534,7.36552038651393,7.26432291000132,7.06097762718427,7.13615004968371,7.21251158692664,7.29190155884279,7.36887217610488,7.43538513723504,7.49655840247062,7.56061939471606
"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,Costa Rica,CRI,6.47922119374402,7.54372011955604,7.60579329259906,7.62966669314328,7.61705083976463,7.5719536840872,7.48661316255058,7.37829573825767,7.26920414321894,7.15900395987401,7.10502327745102,7.21151885778567,7.31614539992441,7.4204656194895,7.52609469709319,7.63000776942,7.73853099668827,7.84903091624159
